ENSID,chrom,fold_1,fold_2,fold_3,fold_4,fold_5,fold_6,fold_7,fold_8,fold_9,fold_10,fold_11,fold_12,fold_enformer,Gene name
ENSG00000106211,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,HSPB1
ENSG00000106236,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,NPTX2
ENSG00000106244,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,PDAP1
ENSG00000106245,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,BUD31
ENSG00000106246,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,PTCD1
ENSG00000106258,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,CYP3A5
ENSG00000106261,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,ZKSCAN1
ENSG00000106263,7,train,train,train,train,train,test,valid,train,train,train,train,train,valid,EIF3B
ENSG00000106266,7,train,train,train,train,train,test,valid,train,train,train,train,train,valid,SNX8
ENSG00000106268,7,train,train,train,train,train,test,valid,train,train,train,train,train,valid,NUDT1
ENSG00000106278,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,PTPRZ1
ENSG00000106290,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,TAF6
ENSG00000106299,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,WASL
ENSG00000106302,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,HYAL4
ENSG00000106304,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,SPAM1
ENSG00000106305,7,train,train,train,train,train,test,valid,train,train,train,train,train,valid,AIMP2
ENSG00000106327,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,TFR2
ENSG00000106328,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,FSCN3
ENSG00000106330,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,MOSPD3
ENSG00000106331,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,PAX4
ENSG00000106333,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,PCOLCE
ENSG00000106336,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,FBXO24
ENSG00000106341,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,PPP1R17
ENSG00000106344,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,RBM28
ENSG00000106346,7,train,train,train,train,train,test,valid,train,train,train,train,train,valid,USP42
ENSG00000106348,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,IMPDH1
ENSG00000106351,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,AGFG2
ENSG00000106355,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,LSM5
ENSG00000106366,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,SERPINE1
ENSG00000106367,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,AP1S1
ENSG00000106384,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,MOGAT3
ENSG00000106392,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,C1GALT1
ENSG00000106397,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,PLOD3
ENSG00000106399,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,RPA3
ENSG00000106400,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,ZNHIT1
ENSG00000106404,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,CLDN15
ENSG00000106410,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,NOBOX
ENSG00000106415,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,GLCCI1
ENSG00000106436,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,MYL10
ENSG00000106443,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,PHF14
ENSG00000106459,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,NRF1
ENSG00000106460,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,TMEM106B
ENSG00000106462,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,EZH2
ENSG00000106477,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,CEP41
ENSG00000106479,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,ZNF862
ENSG00000106483,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,SFRP4
ENSG00000106484,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,MEST
ENSG00000106511,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,MEOX2
ENSG00000106524,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,ANKMY2
ENSG00000106526,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,ACTR3C
ENSG00000106536,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,POU6F2
ENSG00000106537,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,TSPAN13
ENSG00000106538,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,RARRES2
ENSG00000106541,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,AGR2
ENSG00000106546,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,AHR
ENSG00000106554,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,CHCHD3
ENSG00000106560,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,GIMAP2
ENSG00000106565,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,TMEM176B
ENSG00000106571,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,GLI3
ENSG00000106588,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,PSMA2
ENSG00000106603,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,COA1
ENSG00000106605,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,BLVRA
ENSG00000106608,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,URGCP
ENSG00000106609,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,TMEM248
ENSG00000106615,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,RHEB
ENSG00000106617,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,PRKAG2
ENSG00000106624,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,AEBP1
ENSG00000106628,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,POLD2
ENSG00000106631,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,MYL7
ENSG00000106633,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,GCK
ENSG00000106635,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,BCL7B
ENSG00000106636,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,YKT6
ENSG00000106638,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,TBL2
ENSG00000106648,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,GALNTL5
ENSG00000106665,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,CLIP2
ENSG00000106682,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,EIF4H
ENSG00000106683,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,LIMK1
ENSG00000106686,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,SPATA6L
ENSG00000106688,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,SLC1A1
ENSG00000106689,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,LHX2
ENSG00000106692,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,FKTN
ENSG00000106701,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,FSD1L
ENSG00000106714,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,CNTNAP3
ENSG00000106723,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,SPIN1
ENSG00000106733,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,NMRK1
ENSG00000106771,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,TMEM245
ENSG00000106772,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,PRUNE2
ENSG00000106780,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,MEGF9
ENSG00000106785,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,TRIM14
ENSG00000106789,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,CORO2A
ENSG00000106799,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,TGFBR1
ENSG00000106803,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,SEC61B
ENSG00000106804,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,C5
ENSG00000106809,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,OGN
ENSG00000106819,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,ASPN
ENSG00000106823,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,ECM2
ENSG00000106829,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,TLE4
ENSG00000106852,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,LHX6
ENSG00000106853,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,PTGR1
ENSG00000106868,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,SUSD1
ENSG00000106927,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,AMBP
ENSG00000106948,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,AKNA
ENSG00000106952,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,TNFSF8
ENSG00000106976,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,DNM1
ENSG00000106991,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,ENG
ENSG00000106992,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,AK1
ENSG00000106993,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,CDC37L1
ENSG00000107014,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,RLN2
ENSG00000107018,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,RLN1
ENSG00000107020,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,PLGRKT
ENSG00000107021,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,TBC1D13
ENSG00000107036,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,RIC1
ENSG00000107077,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,KDM4C
ENSG00000107099,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,DOCK8
ENSG00000107104,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,KANK1
ENSG00000107105,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,ELAVL2
ENSG00000107130,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,NCS1
ENSG00000107140,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,TESK1
ENSG00000107147,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,KCNT1
ENSG00000107159,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,CA9
ENSG00000107164,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,FUBP3
ENSG00000107165,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,TYRP1
ENSG00000107175,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,CREB3
ENSG00000107185,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,RGP1
ENSG00000107186,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,MPDZ
ENSG00000107187,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,LHX3
ENSG00000107201,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,DDX58
